image_path,source_dataset,original_label,undertone_label,face_detected,quality_score,total_sampled_pixels,mean_r,mean_g,mean_b,median_r,median_g,median_b,std_r,std_g,std_b,mean_h,mean_s,mean_v,mean_l,mean_a,mean_lab_b,std_l,std_a,std_lab_b,ita,b_to_a_ratio,rg_ratio,rb_ratio
swatch_FENTY_BEAUTY_by_Rihanna_#5D3121,pudding_foundation_shades,FENTY BEAUTY by Rihanna - 495 for very deep skin with cool un,cool,True,95.0,80,92.85,48.587,32.375,93.0,48.5,32.0,3.131,2.131,2.585,8.075,166.0,92.85,25.569,18.325,19.113,0.75,1.999,1.775,-51.964,1.043,1.911,2.868
swatch_Urban_Decay_Cosmetics_#D7AA83,pudding_foundation_shades,Urban Decay Cosmetics - 20CP (fair cool w/ rosy undertone),cool,True,95.0,80,214.275,169.425,130.062,215.0,169.0,130.0,2.5,2.519,2.6,14.037,100.138,214.275,72.618,11.15,26.6,0.661,1.704,1.446,40.374,2.3857,1.2647,1.6475
swatch_It_Cosmetics_#D7A06F,pudding_foundation_shades,It Cosmetics - Medium Warm 32 (medium complexion w,warm,True,95.0,80,214.8,159.6,110.537,215.5,159.0,110.0,3.104,2.217,2.454,14.125,123.763,214.8,69.931,14.613,33.45,0.664,1.792,1.457,30.789,2.2891,1.3459,1.9432
swatch_La_Mer_#F6D1BE,pudding_foundation_shades,La Mer - 150 Natural - Very Light Skin with ,neutral,True,95.0,80,245.363,208.662,189.175,245.0,209.0,189.0,2.834,2.645,2.201,10.425,58.375,245.363,86.377,9.925,14.375,0.725,1.723,1.452,68.438,1.4484,1.1759,1.297
swatch_beautyblender_#ECC09E,pudding_foundation_shades,beautyblender - 3.10 Cool light tan with cool under,cool,True,95.0,80,235.162,191.688,157.412,235.5,191.5,158.0,2.977,2.528,2.528,13.3,84.25,235.162,80.657,10.762,23.137,0.604,2.063,1.571,52.957,2.1498,1.2268,1.4939
swatch_Laura_Mercier_#DDAB81,pudding_foundation_shades,Laura Mercier - 2C1 Blush  for fair skin with pink ,cool,True,95.0,80,220.713,170.562,128.537,221.0,170.0,129.0,3.001,2.617,2.788,13.738,106.487,220.713,73.534,12.988,28.762,0.674,2.083,1.575,39.291,2.2146,1.294,1.7171
swatch_Juvia's_Place_#F2C5A8,pudding_foundation_shades,Juvia's Place - 740 Marisol (for very very light sk,neutral,True,95.0,80,240.85,196.25,167.662,241.0,196.0,168.0,2.46,2.704,2.631,11.725,77.537,240.85,82.48,11.838,20.325,0.728,1.706,1.738,57.963,1.717,1.2273,1.4365
swatch_L'Oréal_#9C562F,pudding_foundation_shades,L'Oréal - Deep Golden,warm,True,95.0,80,155.963,85.825,47.038,156.0,86.0,47.0,2.866,2.143,2.507,10.725,178.037,155.963,44.142,25.625,34.638,0.644,1.735,1.591,-9.599,1.3517,1.8172,3.3157
swatch_bareMinerals_#E3C08F,pudding_foundation_shades,bareMinerals - Silk 14 for very light neutral skin,neutral,True,95.0,80,226.688,191.725,142.863,226.0,192.0,143.0,3.031,2.196,2.184,17.55,94.275,226.688,79.578,5.713,29.262,0.629,1.652,1.456,45.308,5.1225,1.1824,1.5868
swatch_MAKE_UP_FOR_EVER_#CFAA7D,pudding_foundation_shades,MAKE UP FOR EVER - Y433 Caramel for tan skin with peac,warm,True,95.0,80,206.625,169.438,124.4,206.0,169.0,124.5,2.527,2.701,2.125,16.413,101.425,206.625,71.755,7.463,28.275,0.712,1.844,1.565,37.575,3.7889,1.2195,1.661
swatch_KEVYN_AUCOIN_#D6B4A5,pudding_foundation_shades,KEVYN AUCOIN - Light EF 01 light with subtle pink ,cool,True,95.0,80,213.637,179.525,164.55,214.0,179.0,164.0,2.731,2.734,2.454,9.137,58.587,213.637,75.765,10.0,12.188,0.748,1.897,1.534,64.684,1.2188,1.19,1.2983
swatch_Burt's_Bees_#AC7F58,pudding_foundation_shades,"Burt's Bees - Rich Caramel (dark skin w/ cool, pi",cool,True,95.0,80,171.162,126.162,87.675,171.0,126.0,88.0,3.064,2.222,2.392,13.875,124.463,171.162,56.471,12.688,27.725,0.699,1.814,1.643,13.137,2.1852,1.3567,1.9522
swatch_Laura_Mercier_#B38964,pudding_foundation_shades,Laura Mercier - 5W1 Tan deep warm,warm,True,95.0,80,178.25,136.488,99.1,178.0,136.0,99.0,2.547,2.855,2.3,14.15,113.15,178.25,60.069,11.05,26.188,0.791,2.018,1.711,21.031,2.3699,1.306,1.7987
swatch_Smashbox_#CEAA8E,pudding_foundation_shades,Smashbox - 3.2 medium-dark with neutral undert,neutral,True,95.0,80,205.838,169.588,141.2,206.0,170.0,141.0,3.051,2.311,2.662,13.188,80.025,205.838,72.054,9.088,19.675,0.635,1.944,1.657,48.263,2.1651,1.2138,1.4578
swatch_Estée_Lauder_#A76834,pudding_foundation_shades,"Estée Lauder - 5N1.5 Maple (deep w/ neutral, golde",neutral,True,95.0,80,166.262,103.312,51.188,166.0,103.0,51.0,2.484,2.552,2.303,13.588,176.562,166.262,49.75,20.538,39.075,0.728,1.774,1.311,-0.367,1.9026,1.6093,3.2481
swatch_COVER_FX_#B57F4D,pudding_foundation_shades,COVER FX - G Medium 4 (medium to deeply tanned,warm,True,95.0,80,180.162,126.925,76.75,180.0,127.0,77.0,2.718,2.195,2.222,14.575,146.425,180.162,57.5,15.062,35.237,0.697,1.56,1.451,12.016,2.3394,1.4194,2.3474
swatch_KVD_Vegan_Beauty_#885233,pudding_foundation_shades,KVD Vegan Beauty - Deep 77 W (deep sienna with warm un,warm,True,95.0,80,135.412,81.412,50.788,135.0,82.0,51.0,3.036,2.317,2.658,10.85,159.338,135.412,40.235,19.35,27.3,0.748,1.924,1.749,-19.681,1.4109,1.6633,2.6663
swatch_NARS_#B37149,pudding_foundation_shades,NARS - Caracas MD3.3 - for medium-dark to ,warm,True,95.0,80,178.325,112.312,72.088,178.0,112.0,72.0,2.573,2.533,2.546,11.375,151.9,178.325,53.681,22.075,33.0,0.688,1.794,1.605,6.365,1.4949,1.5878,2.4737
swatch_NARS_#D9B88B,pudding_foundation_shades,NARS - Tahoe for medium-deep skin with gol,warm,True,95.0,80,216.75,183.562,138.675,217.0,183.0,139.0,2.8,2.559,2.36,17.25,91.787,216.75,76.554,5.625,27.288,0.667,1.906,1.559,44.219,4.8511,1.1808,1.563
swatch_Dermablend_#E1B17A,pudding_foundation_shades,Dermablend - 30N Camel (light skin with neutral ,neutral,True,95.0,80,225.213,175.713,121.287,225.0,176.0,121.0,2.853,2.163,2.735,15.725,117.625,225.213,75.123,11.262,34.663,0.65,1.679,1.673,35.934,3.0777,1.2817,1.8568
swatch_It_Cosmetics_#D9AD89,pudding_foundation_shades,It Cosmetics - Medium Tan (warm medium),warm,True,95.0,80,216.738,172.537,136.838,217.0,173.0,137.0,2.783,2.48,2.581,13.412,93.987,216.738,73.75,11.338,24.462,0.735,1.688,1.449,44.153,2.1577,1.2562,1.5839
swatch_Clinique_#F7EADF,pudding_foundation_shades,"Clinique - CN 0.5 Shell (very fair, cool-neutr",neutral,True,95.0,80,246.688,232.988,222.325,247.0,233.0,222.0,2.427,2.648,2.339,13.188,25.312,246.688,93.221,2.888,6.838,0.697,1.658,1.409,81.01,2.368,1.0588,1.1096
swatch_Dose_Of_Colors_#503628,pudding_foundation_shades,Dose Of Colors - 138 Deep (deep w/ cool neutral unde,neutral,True,95.0,80,79.013,53.612,39.388,79.0,54.0,39.5,3.132,2.981,2.732,10.725,127.612,79.013,25.049,9.375,13.537,0.949,2.576,2.0,-61.517,1.444,1.4738,2.006
swatch_Dior_#E49E75,pudding_foundation_shades,Dior - 025 Apricot Beige light to medium: ,warm,True,95.0,80,227.912,158.025,116.8,228.0,158.0,117.0,2.882,2.583,2.369,11.162,124.287,227.912,71.083,21.387,31.925,0.712,1.827,1.506,33.441,1.4927,1.4423,1.9513
swatch_SMITH_&_CULT_#F1AE84,pudding_foundation_shades,SMITH & CULT - 260 Warm (medium skin w/ warm and v,warm,True,95.0,80,240.525,173.025,131.537,241.0,173.0,131.5,2.811,2.419,2.236,11.412,115.537,240.525,76.24,19.8,31.113,0.661,1.742,1.589,40.144,1.5713,1.3901,1.8286
swatch_Jouer_Cosmetics_#B08777,pudding_foundation_shades,Jouer Cosmetics - Cinnamon dark skin with golden unde,warm,True,95.0,80,175.537,134.75,118.5,175.0,134.0,119.0,2.806,2.316,2.598,8.537,82.9,175.537,59.721,13.338,14.775,0.707,1.643,1.746,33.341,1.1078,1.3027,1.4813
swatch_ULTA_#D68A67,pudding_foundation_shades,ULTA - Deep Warm,warm,True,95.0,80,213.512,137.3,102.3,213.0,137.0,103.0,2.954,2.064,2.452,9.4,132.825,213.512,64.358,25.438,30.75,0.629,1.65,1.537,25.029,1.2088,1.5551,2.0871
swatch_Armani_Beauty_#A1755C,pudding_foundation_shades,Armani Beauty - 13 very deep with a pink undertone,cool,True,95.0,80,160.575,116.275,91.537,160.5,116.0,91.0,2.621,2.495,2.583,10.75,109.562,160.575,52.848,14.175,20.525,0.708,1.863,1.725,7.9,1.448,1.381,1.7542
swatch_Dior_#F6E5D0,pudding_foundation_shades,Dior - 0 Warm,warm,True,95.0,80,245.512,228.55,207.425,245.5,229.0,207.0,2.82,2.423,2.402,16.663,39.538,245.512,91.667,2.375,12.375,0.681,1.544,1.544,73.459,5.2105,1.0742,1.1836
swatch_bareMinerals_#ECCEAD,pudding_foundation_shades,bareMinerals - Fair Ivory 02 for very fair neutral,neutral,True,95.0,80,235.025,205.613,172.725,235.0,205.0,173.0,2.387,2.332,2.264,15.863,67.55,235.025,84.382,5.425,20.188,0.679,1.447,1.517,59.581,3.7212,1.143,1.3607
swatch_MILK_MAKEUP_#A47157,pudding_foundation_shades,MILK MAKEUP - Golden Deep deep with golden olive ,warm,True,95.0,80,164.075,112.912,86.487,164.0,113.0,87.0,2.796,1.995,2.49,10.238,120.513,164.075,52.314,16.975,22.8,0.658,1.673,1.568,5.794,1.3432,1.4531,1.8971
swatch_Tarte_#603B31,pudding_foundation_shades,Tarte - 61H Espresso (very deep skin w/ pea,warm,True,95.0,80,95.5,58.587,48.975,96.0,59.0,49.0,2.82,2.805,2.748,6.162,124.088,95.5,28.863,15.113,12.725,0.863,2.242,2.109,-58.951,0.842,1.63,1.95
swatch_NARS_#EDC3AA,pudding_foundation_shades,NARS - Yukon (light skin w/ pink undertone,cool,True,95.0,80,235.8,194.475,169.363,236.0,194.5,170.0,2.9,2.208,2.609,11.338,71.85,235.8,81.618,11.088,18.175,0.612,1.712,1.473,60.108,1.6392,1.2125,1.3923
swatch_Morphe_#AC784C,pudding_foundation_shades,Morphe - F3.60 Warm (tan w/ golden undertone,warm,True,95.0,80,171.675,119.925,75.487,171.5,120.0,75.5,3.093,2.499,2.554,13.875,142.825,171.675,54.784,15.262,32.337,0.703,2.023,1.76,8.416,2.1188,1.4315,2.2742
swatch_Clinique_#DDAB86,pudding_foundation_shades,"Clinique - CN 52 Neutral (moderately fair, coo",neutral,True,95.0,80,221.062,170.262,133.7,221.0,170.0,134.0,2.951,2.381,2.532,12.562,100.75,221.062,73.559,13.85,26.05,0.658,1.817,1.68,42.125,1.8809,1.2984,1.6534
swatch_Tarte_#F2CBB8,pudding_foundation_shades,Tarte - 12B Fair Beige (fair skin w/ pink u,cool,True,95.0,80,241.475,202.562,183.637,242.0,203.0,183.0,2.297,2.312,2.785,9.775,61.1,241.475,84.426,10.9,14.562,0.605,1.678,1.694,67.071,1.336,1.1921,1.315
swatch_Laura_Mercier_#C98153,pudding_foundation_shades,Laura Mercier - 16 brown with neutral undertones,neutral,True,95.0,80,200.387,128.463,82.45,200.0,129.0,83.0,2.741,2.475,2.464,11.688,150.088,200.387,60.417,23.225,36.2,0.742,1.695,1.552,16.053,1.5587,1.5599,2.4304
swatch_PÜR_#DCC2AE,pudding_foundation_shades,PÜR - MN3 Buff (light medium skin w/ neut,neutral,True,95.0,80,218.775,193.85,173.025,219.0,194.0,173.0,3.086,2.475,2.52,13.613,53.288,218.775,79.98,5.513,13.688,0.693,1.803,1.7,65.461,2.483,1.1286,1.2644
swatch_Armani_Beauty_#DDA776,pudding_foundation_shades,Armani Beauty - 7 medium with a peach undertone,warm,True,95.0,80,220.4,166.625,116.925,221.0,167.0,117.0,2.672,2.629,2.323,14.425,119.7,220.4,72.314,13.825,33.288,0.7,1.902,1.606,33.835,2.4078,1.3227,1.885
swatch_FENTY_BEAUTY_by_Rihanna_#D49E72,pudding_foundation_shades,FENTY BEAUTY by Rihanna - 280 for medium to tan skin with neu,neutral,True,95.0,80,211.762,157.525,113.612,212.0,157.0,114.0,2.516,2.334,2.741,13.425,118.162,211.762,69.147,14.812,30.812,0.626,1.621,1.613,31.857,2.0802,1.3443,1.8639
data/raw/personal_color_faces/train/가을 웜톤/fall (29).JPG,personal_color_faces,Autumn Warm Tone,warm,True,58.0,29874,214.986,157.352,127.376,216.0,160.0,128.0,10.306,15.161,15.762,10.304,104.346,214.986,69.688,17.737,24.177,4.95,3.581,3.21,39.158,1.3631,1.3663,1.6878
swatch_bareMinerals_#AA6638,pudding_foundation_shades,bareMinerals - Maple 24.5 (for dark cool skin w/ r,cool,True,95.0,80,169.75,101.275,55.388,170.0,101.0,55.0,2.75,2.593,2.299,12.075,171.812,169.75,49.75,23.387,37.112,0.701,1.965,1.466,-0.386,1.5869,1.6761,3.0648
swatch_HUDA_BEAUTY_#8C655B,pudding_foundation_shades,HUDA BEAUTY - 560R Ganache warmer richer skin wit,cool,True,95.0,80,139.188,100.475,90.75,139.0,100.0,91.0,2.757,2.429,2.305,6.025,88.688,139.188,46.289,14.175,11.675,0.686,1.883,1.657,-17.632,0.8236,1.3853,1.5337
swatch_Charlotte_Tilbury_#F7CCA4,pudding_foundation_shades,Charlotte Tilbury - 7 Warm for medium skin with warm un,warm,True,95.0,80,246.213,203.887,164.025,246.0,203.5,164.0,2.858,2.911,2.554,14.6,85.1,246.213,84.76,9.4,25.512,0.717,2.016,1.739,53.723,2.7141,1.2076,1.5011
swatch_Shiseido_#FAE3C3,pudding_foundation_shades,Shiseido - 120 - Ivory golden tone for fairest,warm,True,95.0,80,249.113,226.175,194.1,249.0,226.0,194.0,2.275,2.792,2.332,17.538,56.325,249.113,91.098,2.962,18.538,0.7,1.728,1.524,65.722,6.2574,1.1014,1.2834
swatch_Clinique_#975B38,pudding_foundation_shades,"Clinique - WN 122 Clove deep, warm-neutral und",neutral,True,95.0,80,150.475,90.75,55.288,151.0,91.0,55.0,2.627,2.605,2.882,11.188,161.25,150.475,44.632,21.012,30.475,0.721,1.887,1.816,-9.989,1.4503,1.6581,2.7217
data/raw/personal_color_faces/test/봄 웜톤/4.jpeg,personal_color_faces,Spring Warm Tone,warm,True,100.0,34215,227.414,184.006,165.307,238.0,195.0,176.0,23.277,26.175,26.342,9.094,70.775,227.414,78.094,12.991,15.511,9.226,3.558,2.403,61.096,1.194,1.2359,1.3757
swatch_bareMinerals_#EEBE95,pudding_foundation_shades,bareMinerals - Bamboo 5.5 (light warm skin w/ yell,warm,True,95.0,80,237.8,189.688,148.438,238.0,189.0,149.0,3.063,2.417,2.423,13.875,95.787,237.8,80.24,11.8,27.425,0.672,1.812,1.587,47.795,2.3242,1.2536,1.602
swatch_Anastasia_Beverly_Hills_#8E5A31,pudding_foundation_shades,Anastasia Beverly Hills - 400N (tan skin with a neutral peach,neutral,True,95.0,80,141.525,89.1,48.513,142.0,89.0,49.0,2.788,2.437,2.475,13.1,167.55,141.525,42.922,17.525,31.938,0.715,1.936,1.6,-12.497,1.8224,1.5884,2.9173
swatch_FENTY_BEAUTY_by_Rihanna_#E3B08C,pudding_foundation_shades,FENTY BEAUTY by Rihanna - 280 for medium to tan skin with neu,neutral,True,95.0,80,226.125,175.613,139.4,226.0,176.0,139.0,2.972,2.233,2.37,12.575,97.763,226.125,75.49,13.637,25.587,0.608,1.762,1.481,44.891,1.8763,1.2876,1.6221
swatch_HOURGLASS_#ECBEAF,pudding_foundation_shades,"HOURGLASS - Porcelain (fair, neutral undertone)",neutral,True,95.0,80,235.875,189.65,174.787,236.0,190.0,175.0,2.834,2.789,2.262,7.325,66.013,235.875,80.559,14.338,13.825,0.776,1.695,1.421,65.658,0.9643,1.2437,1.3495
swatch_Givenchy_#E7CAB2,pudding_foundation_shades,Givenchy - Y100 fair with yellow undertones,warm,True,95.0,80,230.037,201.325,177.887,230.0,201.5,177.5,2.718,2.719,2.603,13.5,57.9,230.037,82.975,6.5,15.438,0.73,1.817,1.634,64.913,2.375,1.1426,1.2932
swatch_PÜR_#D9AF8C,pudding_foundation_shades,PÜR - Golden Medium MN5 (medium skin w/ n,neutral,True,95.0,80,216.1,174.512,139.062,216.0,174.5,139.0,2.871,2.554,2.512,13.762,90.862,216.1,74.211,10.3,23.95,0.71,1.812,1.627,45.31,2.3252,1.2383,1.554
swatch_Guerlain_#EBC2A2,pudding_foundation_shades,Guerlain - 03C natural cool,cool,True,95.0,80,234.525,193.537,161.775,235.0,194.0,161.5,3.106,2.387,2.692,13.113,79.062,234.525,81.113,10.137,21.512,0.686,1.773,1.549,55.339,2.1221,1.2118,1.4497
swatch_Anastasia_Beverly_Hills_#936038,pudding_foundation_shades,Anastasia Beverly Hills - 370W (medium to tan skin with a war,warm,True,95.0,80,146.4,95.787,55.312,146.0,96.0,56.0,2.831,2.719,2.396,13.4,158.55,146.4,45.338,16.275,31.275,0.753,2.103,1.688,-8.478,1.9217,1.5284,2.6468
swatch_FENTY_BEAUTY_by_Rihanna_#E3B07C,pudding_foundation_shades,FENTY BEAUTY by Rihanna - 250 for medium skin with warm peach,warm,True,95.0,80,226.175,175.8,123.65,226.0,176.0,124.0,2.778,2.009,2.646,15.188,115.55,226.175,75.279,11.85,33.7,0.603,1.45,1.676,36.875,2.8439,1.2865,1.8292
swatch_HOURGLASS_#EFC8A1,pudding_foundation_shades,"HOURGLASS - Bisque (fair, warm undertone)",warm,True,95.0,80,238.762,199.475,160.588,238.0,200.0,161.0,2.531,2.544,2.412,14.875,83.5,238.762,82.941,8.45,24.7,0.69,1.695,1.52,53.137,2.9231,1.197,1.4868
swatch_Beauty_Bakerie_#E0B897,pudding_foundation_shades,Beauty Bakerie - 341 Warm Neutral,neutral,True,95.0,80,223.45,183.637,149.988,224.0,184.0,150.0,2.77,2.647,2.321,13.8,83.75,223.45,77.392,9.575,22.55,0.715,1.794,1.474,50.538,2.3551,1.2168,1.4898
swatch_Estée_Lauder_#F0BE87,pudding_foundation_shades,Estée Lauder - 4N2 Spiced Sand (medium tan w/ neut,neutral,True,95.0,80,239.8,189.25,134.363,240.0,189.5,135.0,2.917,2.426,2.618,15.675,112.188,239.8,80.088,11.287,34.7,0.668,1.755,1.536,40.928,3.0742,1.2671,1.7847
swatch_NARS_#C48A55,pudding_foundation_shades,NARS - Caracas (medium-deep to deep skin w,warm,True,95.0,80,195.488,137.213,84.325,196.0,137.0,84.0,3.328,2.478,2.407,14.25,144.975,195.488,61.931,16.5,36.95,0.751,1.884,1.44,17.896,2.2394,1.4247,2.3183
swatch_It_Cosmetics_#CCA17B,pudding_foundation_shades,It Cosmetics - Medium Neutral 31.5 (medium complex,neutral,True,95.0,80,203.325,160.5,122.35,203.0,161.0,122.0,2.664,2.11,2.465,14.15,101.513,203.325,69.137,10.725,25.9,0.609,1.581,1.546,36.46,2.4149,1.2668,1.6618
swatch_Smashbox_#F6C298,pudding_foundation_shades,Smashbox - 2.18 (light-medium w/ neutral under,neutral,True,95.0,80,245.175,193.988,151.512,245.0,194.0,152.0,2.558,2.358,2.593,13.6,97.375,245.175,82.064,12.775,28.312,0.622,1.643,1.454,48.555,2.2162,1.2639,1.6182
swatch_Armani_Beauty_#C69971,pudding_foundation_shades,"Armani Beauty - 6.5 medium to tan, neutral",neutral,True,95.0,80,197.1,152.725,112.787,197.0,153.0,113.0,3.121,2.515,2.691,14.225,109.037,197.1,66.417,11.375,27.35,0.71,2.002,1.931,30.974,2.4044,1.2906,1.7475
swatch_Yves_Saint_Laurent_#EEC3A1,pudding_foundation_shades,Yves Saint Laurent - B10 Porcelain  for very fair to fai,neutral,True,95.0,80,237.287,194.713,160.725,237.0,195.0,160.5,3.529,2.43,2.219,13.275,82.225,237.287,81.667,10.425,22.775,0.735,1.856,1.557,54.276,2.1847,1.2187,1.4764
swatch_HUDA_BEAUTY_#B17655,pudding_foundation_shades,HUDA BEAUTY - 510R Cocoa warmer deep-tan skin wit,cool,True,95.0,80,176.588,117.763,84.5,177.0,118.0,84.0,2.733,2.471,2.49,10.812,132.938,176.588,54.975,19.363,27.625,0.677,1.859,1.676,10.21,1.4267,1.4995,2.0898
swatch_Tarte_#D8A17A,pudding_foundation_shades,Tarte - 36S Medium-Tan Sand (medium to tan ,warm,True,95.0,80,215.925,160.738,121.625,216.0,161.0,122.0,2.927,2.796,2.955,12.375,111.275,215.925,70.515,15.575,28.363,0.742,1.909,1.938,35.878,1.821,1.3433,1.7753
swatch_Ofra_Cosmetics_#8D6B4A,pudding_foundation_shades,Ofra Cosmetics - 9 (a deep shade w/ a cool undertone,cool,True,95.0,80,140.85,106.5,74.15,141.0,106.0,74.0,2.996,2.419,1.988,14.575,120.662,140.85,47.765,9.35,23.438,0.711,2.074,1.465,-5.448,2.5067,1.3225,1.8995
data/raw/personal_color_faces/train/겨울 쿨톤/wnt (7).jpg,personal_color_faces,Winter Cool Tone,cool,True,89.0,5697,208.28,169.158,161.085,213.0,173.0,164.0,23.61,25.719,27.137,5.001,58.971,208.28,72.497,13.173,9.688,9.308,2.433,2.553,66.701,0.7355,1.2313,1.293
swatch_Essence_#A26936,pudding_foundation_shades,Essence - Neutral Cashmere 170,neutral,True,95.0,80,161.475,103.763,53.45,161.0,104.0,54.0,2.842,2.394,2.573,13.95,170.6,161.475,49.235,18.25,37.15,0.762,1.743,1.484,-1.179,2.0356,1.5562,3.021
swatch_Dior_#ECC8AD,pudding_foundation_shades,Dior - 3 Warm Peach,warm,True,95.0,80,235.762,199.387,172.387,236.0,199.0,173.0,2.58,2.639,2.653,12.762,68.525,235.762,82.882,8.838,18.3,0.691,1.82,1.706,60.903,2.0707,1.1824,1.3676
swatch_NARS_#C1815B,pudding_foundation_shades,NARS - Huahine MD2.6 - for medium-dark ski,neutral,True,95.0,80,192.613,129.162,89.925,193.0,130.0,90.0,2.853,2.4,2.306,11.488,135.887,192.613,59.735,20.188,31.1,0.709,1.761,1.546,17.382,1.5406,1.4912,2.1419
swatch_FENTY_BEAUTY_by_Rihanna_#66524C,pudding_foundation_shades,"FENTY BEAUTY by Rihanna - 498 for very rich, deep skin with n",neutral,True,95.0,80,101.213,81.987,75.5,101.0,82.0,75.0,3.353,2.676,2.449,12.075,64.763,101.213,36.627,6.862,6.8,0.788,2.484,1.873,-63.046,0.9909,1.2345,1.3406
swatch_Beauty_Bakerie_#D7B18B,pudding_foundation_shades,Beauty Bakerie - 337 Warm,warm,True,95.0,80,214.363,177.15,138.412,215.0,177.0,138.0,2.708,2.163,2.649,15.25,90.338,214.363,74.686,8.062,24.9,0.61,1.623,1.632,44.753,3.0884,1.2101,1.5487
swatch_Armani_Beauty_#D5A783,pudding_foundation_shades,Armani Beauty - 4.5  light to medium with a golden ,warm,True,95.0,80,212.438,166.787,130.25,212.0,167.0,131.0,2.645,2.317,2.374,13.387,98.575,212.438,71.779,11.875,25.35,0.618,1.72,1.501,40.667,2.1347,1.2737,1.631
swatch_Makeup_Revolution_#FED8B3,pudding_foundation_shades,Makeup Revolution - F9 (for medium skin tones w/ a peac,warm,True,95.0,80,252.662,215.2,178.162,253.0,215.5,178.0,2.173,2.452,2.657,14.912,75.175,252.662,88.397,7.763,23.1,0.673,1.443,1.513,58.969,2.9758,1.1741,1.4182
swatch_NYX_Professional_Makeup_#BF8863,pudding_foundation_shades,NYX Professional Makeup - Golden Honey,warm,True,95.0,80,190.338,135.363,98.45,191.0,135.0,98.0,2.459,2.656,2.479,12.075,123.125,190.338,61.108,16.663,28.137,0.69,1.844,1.701,21.543,1.6887,1.4061,1.9333
swatch_Bobbi_Brown_#EDC7A5,pudding_foundation_shades,Bobbi Brown - Warm Sand (W-036) light beige with ,warm,True,95.0,80,236.05,198.412,164.825,236.0,198.5,165.0,2.434,2.71,2.371,14.15,76.875,236.05,82.525,8.575,21.738,0.679,1.916,1.595,56.244,2.535,1.1897,1.4321
swatch_Estée_Lauder_#A45940,pudding_foundation_shades,Estée Lauder - 6C1 Rich Cocoa (very deep with cool,cool,True,95.0,80,163.625,88.7,63.587,164.0,88.0,63.5,2.926,2.374,2.746,7.537,155.9,163.625,46.103,28.387,28.012,0.762,1.585,1.799,-7.92,0.9868,1.8447,2.5732
swatch_NARS_#E2AE84,pudding_foundation_shades,NARS - Santa Fe M2 - for medium skin with ,neutral,True,95.0,80,225.275,173.75,131.713,225.5,174.0,132.0,2.911,2.261,2.794,13.512,105.912,225.275,74.824,13.45,28.837,0.646,1.76,1.742,40.722,2.1441,1.2965,1.7104
swatch_SEPHORA_COLLECTION_#D6B4A0,pudding_foundation_shades,SEPHORA COLLECTION - 14 Neutral Linen,neutral,True,95.0,80,213.25,179.45,159.438,213.0,180.0,160.0,3.204,2.645,2.36,11.162,64.35,213.25,75.598,9.2,14.762,0.72,2.021,1.69,60.028,1.6046,1.1884,1.3375
swatch_jane_iredale_#794D3F,pudding_foundation_shades,jane iredale - M17 (deeper rich chocolate brown w/,cool,True,95.0,80,120.075,76.638,62.212,120.0,77.0,62.0,2.715,2.039,2.407,7.425,122.812,120.075,37.157,16.587,16.137,0.661,1.794,1.61,-38.515,0.9729,1.5668,1.9301
swatch_Gucci_#5C3E2F,pudding_foundation_shades,Gucci - 570C deep with cool undertones,cool,True,95.0,80,91.375,61.712,46.438,91.0,62.0,46.0,2.856,2.352,2.783,10.162,125.225,91.375,29.103,10.938,14.6,0.788,2.002,2.047,-55.059,1.3349,1.4807,1.9677
swatch_HOURGLASS_#CC9762,pudding_foundation_shades,"HOURGLASS - No. 3 Sand (medium beige, warm unde",warm,True,95.0,80,202.875,150.488,97.562,203.0,151.0,97.5,2.989,2.603,2.418,15.15,132.363,202.875,66.201,13.45,35.413,0.694,2.061,1.602,24.584,2.6329,1.3481,2.0794
